status_id,status_message,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
387386548007364_1390373157708693,Get more information and tips on #menstruating at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1390373157708693/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1390373157708693:0,2017-06-12 07:59:25,32,0,0,32,0,0,0,0,0
387386548007364_1390001797745829,"My #girlfriend has her #period for two days only. Please, I need a #solution to this problem. It wasn't like that in the beginning. #AskShangazi",How long should periods last?,link,https://lovematters.co.ke/our-bodies/female-body/how-long-should-periods-last,https://www.facebook.com/LoveMattersAfrica/posts/1390001797745829,2017-06-12 05:00:51,76,24,0,76,0,0,0,0,0
387386548007364_1390002394412436,Do you agree #TeamLoveMatters? Have a great Monday morning ahead.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1390002394412436/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1390002394412436:0,2017-06-12 02:00:45,349,11,91,348,0,1,0,0,0
387386548007364_1389134784499197,Have a good night #TeamLoveMatters.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1389134784499197/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1389134784499197:0,2017-06-11 14:00:06,139,2,9,138,1,0,0,0,0
387386548007364_1389489631130379,"Here's some #tips on  #foreplay, everything that gets you in the #mood for #intercourse…",Foreplay: turning up the heat,link,https://lovematters.co.ke/making-love/ways-to-make-love/foreplay-turning-up-the-heat,https://www.facebook.com/LoveMattersAfrica/posts/1389489631130379,2017-06-11 11:56:20,191,0,8,189,2,0,0,0,0
387386548007364_1389134124499263,"Get your movie tickets to The Mummy ONLY on KenyaBuzz
http://bit.ly/2qWWAzq",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1389134124499263/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1389134124499263:0,2017-06-11 04:33:02,43,0,1,42,1,0,0,0,0
387386548007364_1389042337841775,Decide to be #happy #TeamLoveMatters and enjoy your Sunday morning.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1389042337841775/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1389042337841775:0,2017-06-11 02:00:05,336,5,69,335,1,0,0,0,0
387386548007364_1388033607942648,Is this really true? Have a good night #TeamLoveMatters.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1388033607942648/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1388033607942648:0,2017-06-10 14:00:29,700,38,210,691,7,0,2,0,0
387386548007364_1388034284609247,"The most #romantic thing, with the right person at the #righttime. Or… tongues tickle, saliva drips and teeth clash. So how do you do it right?",Kissing: top five facts,link,https://lovematters.co.ke/making-love/kissing-top-five-facts,https://www.facebook.com/LoveMattersAfrica/posts/1388034284609247,2017-06-10 10:00:47,186,2,5,184,1,1,0,0,0
387386548007364_1388032977942711,Get more information and tips on #kissing at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1388032977942711/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1388032977942711:0,2017-06-10 05:00:21,62,0,4,62,0,0,0,0,0
387386548007364_1387942341285108,Enjoy your weekend  #TeamLoveMatters.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1387942341285108/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1387942341285108:0,2017-06-10 02:14:34,286,12,55,280,4,0,2,0,0
387386548007364_1386870028059006,Always inspire #TeamLoveMatters and have a good night.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1386870028059006/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1386870028059006:0,2017-06-09 14:00:04,233,5,49,233,0,0,0,0,0
387386548007364_1386872724725403,"Commitment isn't just about sex though – there's also emotional commitment. This means being honest about your feelings, and trusting each other in all areas of life. It's likely that you're in a committed relationship if you've been with the same person for a long time, made a mutual promise to be faithful, shared a room or a home, established close financial ties – or if you're married.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1386872724725403/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1386872724725403:0,2017-06-09 13:00:17,256,1,15,253,1,2,0,0,0
387386548007364_1386955578050451,Here's an #overview of the #male body that you probably didn't #know about.,Overview: the male body,link,https://lovematters.co.ke/our-bodies/male-body/overview-the-male-body,https://www.facebook.com/LoveMattersAfrica/posts/1386955578050451,2017-06-09 11:30:14,121,1,4,121,0,0,0,0,0
387386548007364_1386874704725205,"Its nice if you're #clean and smell #nice. Brush your #teeth, #shower regularly and wear clean clothes. Here's some more #tips for men.",Keeping Clean,link,https://lovematters.co.ke/our-bodies/male-body/keeping-clean,https://www.facebook.com/LoveMattersAfrica/posts/1386874704725205,2017-06-09 10:00:02,101,0,1,101,0,0,0,0,0
387386548007364_1386872334725442,Get more information and #tips on #kissing at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1386872334725442/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1386872334725442:0,2017-06-09 08:00:38,218,4,15,215,3,0,0,0,0
387386548007364_1386871798058829,Recent #research reveals the most common #relationship #dealbreakers that people won't put up with in their relationships.,Revealed: The Top 10 Relationship Killers,link,https://lovematters.co.ke/love-relationships/relationship-problems/revealed-the-top-10-relationship-killers,https://www.facebook.com/LoveMattersAfrica/posts/1386871798058829,2017-06-09 05:00:38,89,0,3,89,0,0,0,0,0
387386548007364_1386869138059095,Is this really the best feeling #teamLoveMatters? Have a great Friday ahead.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1386869138059095/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1386869138059095:0,2017-06-09 02:00:40,563,17,46,547,12,1,3,0,0
387386548007364_1385894881489854,Have a good night #teamLoveMatters as you think this through,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1385894881489854/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1385894881489854:0,2017-06-08 14:00:04,511,29,97,506,5,0,0,0,0
387386548007364_1385893384823337,"#TeamLoveMatters, what are the main qualities and features women look for in men before settling down for marriage or serious relationship? #HelpABrother",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1385893384823337/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1385893384823337:0,2017-06-08 13:00:14,126,56,3,126,0,0,0,0,0
387386548007364_1385898854822790,Many people #enjoy 'from behind' while others are ashamed of it or think it's #dirty. Here's some #tips if you would give it a try.,Anal sex: the new frontier,link,https://lovematters.co.ke/making-love/ways-to-make-love/anal-sex-the-new-frontier,https://www.facebook.com/LoveMattersAfrica/posts/1385898854822790,2017-06-08 11:30:39,347,109,11,341,1,0,2,1,2
387386548007364_1385896998156309,"Its nice if you're #clean and smell #nice. Brush your #teeth, #shower regularly and wear clean clothes. Here's some more #tips.",Staying clean,link,https://lovematters.co.ke/our-bodies/female-body/staying-clean,https://www.facebook.com/LoveMattersAfrica/posts/1385896998156309,2017-06-08 10:00:25,219,1,2,219,0,0,0,0,0
387386548007364_1385866404826035,Get more information and tips on #kissing at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1385866404826035/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1385866404826035:0,2017-06-08 08:00:28,112,3,1,109,0,3,0,0,0
387386548007364_1385899858156023,"Get ready to run through colour clouds in the Kenya Colour Run- Nairobi Edition at Uhuru Gardens.
Via KenyaBuzz",www.kenyabuzz.com,link,https://www.kenyabuzz.com/whats-on/kenya-colour-run-nairobi-edition-2,https://www.facebook.com/LoveMattersAfrica/posts/1385899858156023,2017-06-08 06:30:27,29,0,0,29,0,0,0,0,0
387386548007364_1385896018156407,New #research reveals some of the more surprising #reasons we #kiss.,Why do we kiss?,link,https://lovematters.co.ke/making-love/why-do-we-kiss,https://www.facebook.com/LoveMattersAfrica/posts/1385896018156407,2017-06-08 05:00:49,171,9,3,169,2,0,0,0,0
387386548007364_1385795381499804,Do you agree with this #teamLoveMatters? Have a wonderful morning ahead.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1385795381499804/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1385795381499804:0,2017-06-07 23:38:11,543,16,122,538,5,0,0,0,0
387386548007364_1384832751596067,Have a good night #TeamLoveMatters as you think this through,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1384832751596067/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1384832751596067:0,2017-06-07 14:00:07,470,10,97,468,1,0,0,1,0
387386548007364_1384858924926783,"Words that show you care are also pretty important – 85 per cent of the world's happiest couples say 'I love you' at least once a week. Many of them profess their love every day, and they never stop saying those three little words as the years pass in their relationship.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1384858924926783/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1384858924926783:0,2017-06-07 13:00:50,197,3,12,196,1,0,0,0,0
387386548007364_1384872918258717,"#Cybersex- Is it a good #idea? What are the #risks? If you choose to do it, how can you keep it #safe and #enjoyable?",Cybersex: sex online,link,https://lovematters.co.ke/making-love/ways-to-make-love/cybersex-sex-online,https://www.facebook.com/LoveMattersAfrica/posts/1384872918258717,2017-06-07 11:30:21,54,0,3,54,0,0,0,0,0
387386548007364_1384864411592901,Get more information and tips on #selflove at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1384864411592901/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1384864411592901:0,2017-06-07 10:00:42,237,10,6,236,1,0,0,0,0
387386548007364_1384944251584917,Get FREE contraceptive method at Marie Stopes Kenya Kenyatta market clinic on 8th & 9th this month. Call 0800720005 for more info.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1384944251584917/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1384944251584917:0,2017-06-07 08:00:44,24,0,0,24,0,0,0,0,0
387386548007364_1384863804926295,Ever lied about your #firstkiss? Read what happened to Kiprono and how he got caught up in his #lies.,Tall tales,link,https://lovematters.co.ke/making-love/tall-tales,https://www.facebook.com/LoveMattersAfrica/posts/1384863804926295,2017-06-07 05:00:21,99,0,4,98,1,0,0,0,0
387386548007364_1384861198259889,Most #boys notice that their #bodies start to #change during their #teen years. What are these changes?,Puberty in boys: what to expect,link,https://lovematters.co.ke/our-bodies/male-body/puberty-in-boys-what-to-expect,https://www.facebook.com/LoveMattersAfrica/posts/1384861198259889,2017-06-07 02:00:50,53,2,4,52,0,0,1,0,0
387386548007364_1384770388268970,"Good morning #TeamLoveMatters, what will your choice be?",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1384770388268970/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1384770388268970:0,2017-06-06 23:30:00,248,5,34,245,3,0,0,0,0
387386548007364_1383698065042869,"Tell us #teamLoveMatters, do you agree with this? Have a good night.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1383698065042869/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1383698065042869:0,2017-06-06 14:00:43,388,20,61,385,3,0,0,0,0
387386548007364_1383691541710188,"I am in a relationship where we quarrel almost every day because he likes chatting to other women and I don't like it. I get jealous, then he says that I don't trust him but it's only that I don't want to lose him #TeamLoveMatters what should I do? #HelpASister",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1383691541710188/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1383691541710188:0,2017-06-06 13:00:56,197,77,11,196,1,0,0,0,0
387386548007364_1383696915042984,We've done the groundwork for you with our #kissing dos and don'ts. Read carefully and enjoy!,Kissing: do's and don'ts,link,https://lovematters.co.ke/making-love/kissing-dos-and-donts,https://www.facebook.com/LoveMattersAfrica/posts/1383696915042984,2017-06-06 11:30:05,138,2,6,137,0,0,0,1,0
387386548007364_1383694358376573,"To avoid getting an #STD or #infection, and if you don't want to get #pregnant, you should always have #safe sex.",Staying Safe,link,https://lovematters.co.ke/safe-sex/sti-prevention/staying-safe,https://www.facebook.com/LoveMattersAfrica/posts/1383694358376573,2017-06-06 10:00:11,212,7,3,212,0,0,0,0,0
387386548007364_1383690285043647,Get more information and tips on #kissing at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1383690285043647/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1383690285043647:0,2017-06-06 08:00:47,348,2,19,344,4,0,0,0,0
387386548007364_1383688781710464,I have heard that #HPV can be contracted through #kissing. Is this true? #AskShangazi,"HPV, cancer, and warts: what's the deal?",link,https://lovematters.co.ke/safe-sex/stds-stis/hpv-cancer-and-warts-whats-the-deal,https://www.facebook.com/LoveMattersAfrica/posts/1383688781710464,2017-06-06 05:00:47,24,5,3,24,0,0,0,0,0
387386548007364_1383669175045758,What do you know about #menstruation?,Menstruation,link,https://lovematters.co.ke/our-bodies/female-body/menstruation,https://www.facebook.com/LoveMattersAfrica/posts/1383669175045758,2017-06-06 02:00:07,144,15,9,143,1,0,0,0,0
387386548007364_1383376065075069,#Patience is all it takes #TeamLoveMatters. Have a great morning ahead.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1383376065075069/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1383376065075069:0,2017-06-05 23:30:55,269,1,68,266,3,0,0,0,0
387386548007364_1382580371821305,What are your thoughts on this #teamLoveMatters? Have a good night.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1382580371821305/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1382580371821305:0,2017-06-05 14:00:40,855,33,222,849,5,1,0,0,0
387386548007364_1382579528488056,"Hold hands, cuddle, and kiss your partner when they least expect it – small affectionate acts like these are among the secrets to long-term relationship happiness",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1382579528488056/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1382579528488056:0,2017-06-05 13:00:13,366,14,17,363,3,0,0,0,0
387386548007364_1382585135154162,#Kissing- how do you #start? And when are you doing it #right?,How to kiss,link,https://lovematters.co.ke/making-love/ways-to-make-love/how-to-kiss,https://www.facebook.com/LoveMattersAfrica/posts/1382585135154162,2017-06-05 10:00:49,182,17,3,180,1,0,1,0,0
387386548007364_1382569065155769,Get more information and tips on kissing at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1382569065155769/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1382569065155769:0,2017-06-05 08:00:12,122,30,5,122,0,0,0,0,0
387386548007364_1382566411822701,Can #love last after #dating for four #years and we've never had #sex? #AskChris,Can love work without sex?,link,https://lovematters.co.ke/love-relationships/relationship-problems/can-love-work-without-sex,https://www.facebook.com/LoveMattersAfrica/posts/1382566411822701,2017-06-05 05:00:21,246,91,10,246,0,0,0,0,0
387386548007364_1382565591822783,Enjoy your Monday morning #TeamLoveMatters,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1382565591822783/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1382565591822783:0,2017-06-05 02:00:11,344,6,93,343,0,1,0,0,0
387386548007364_1381646401914702,Have a good night #teamLoveMatters as you think this through.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1381646401914702/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1381646401914702:0,2017-06-04 14:00:11,566,30,157,560,6,0,0,0,0
387386548007364_1381646041914738,"After experiencing #cheating in a #relationship, here are ways to #recover and have a healthy relationship yet again. Here's how…",Guide to recovery for the cheated,link,https://lovematters.co.ke/love-relationships/breaking-up/guide-to-recovery-for-the-cheated,https://www.facebook.com/LoveMattersAfrica/posts/1381646041914738,2017-06-04 10:00:21,130,0,6,130,0,0,0,0,0
387386548007364_1381645045248171,"Get your movie tickets to Wonder Woman ONLY on KenyaBuzz 
http://bit.ly/2rwqxvb",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1381645045248171/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1381645045248171:0,2017-06-04 04:30:23,59,0,1,58,0,1,0,0,0
387386548007364_1381625548583454,Enjoy your Sunday #teamLoveMatters.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1381625548583454/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1381625548583454:0,2017-06-04 02:08:51,369,3,73,369,0,0,0,0,0
387386548007364_1380650575347618,Stay 'classy' #teamLoveMatters and have a good night.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1380650575347618/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1380650575347618:0,2017-06-03 14:00:16,587,15,181,581,6,0,0,0,0
387386548007364_1380648908681118,"People sometimes #complain that #condoms reduces their sexual sensation – they say they want 'flesh-to-flesh'. Well, here are some #tips .",Safe sex is sexy,link,https://lovematters.co.ke/safe-sex/sti-prevention/safe-sex-is-sexy,https://www.facebook.com/LoveMattersAfrica/posts/1380648908681118,2017-06-03 10:00:48,299,18,6,297,2,0,0,0,0
387386548007364_1380641685348507,Get more information on the realities of sex working at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1380641685348507/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1380641685348507:0,2017-06-03 04:30:46,54,2,5,54,0,0,0,0,0
387386548007364_1380640865348589,,Love Matters Africa's cover photo,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390371154375570.94136.387386548007364/1380640865348589/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1380641372015205,2017-06-03 04:03:28,38,0,1,37,0,1,0,0,0
387386548007364_1380558875356788,Enjoy your Saturday morning #teamLoveMatters as you think this through.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1380558875356788/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1380558875356788:0,2017-06-03 01:51:13,322,11,77,321,1,0,0,0,0
387386548007364_1379094268836582,May your good hearts shine #teamLoveMatters as you have a good night.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1379094268836582/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1379094268836582:0,2017-06-02 14:00:48,567,9,134,566,1,0,0,0,0
387386548007364_1379074562171886,"When we fall in love with someone, it can be tricky to express these emotions – in particular, when we've never felt this way before, or do not know how the partner will respond. If you're developing strong emotions for your partner but are still unsure if you are totally in love, you can still let them know you are heading that way.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1379074562171886/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1379074562171886:0,2017-06-02 13:00:43,566,26,17,564,1,0,1,0,0
387386548007364_1379093398836669,What are the #signs of #gonorrhoea? How can you #protect yourself from it?,Gonorrhoea,link,https://lovematters.co.ke/safe-sex/stds-stis/gonorrhoea,https://www.facebook.com/LoveMattersAfrica/posts/1379093398836669,2017-06-02 11:30:53,111,7,4,110,1,0,0,0,0
387386548007364_1379091298836879,What should you do if your #partner #cheats on you: #dump them or #forgive them? How do you deal with it?,Cheating: top five facts,link,https://lovematters.co.ke/love-relationships/relationship-problems/cheating-top-five-facts,https://www.facebook.com/LoveMattersAfrica/posts/1379091298836879,2017-06-02 10:00:15,283,104,23,278,3,1,0,0,1
387386548007364_1379072495505426,Get more information on the realities of sex working at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1379072495505426/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1379072495505426:0,2017-06-02 08:00:37,64,2,4,64,0,0,0,0,0
387386548007364_1379052442174098,Do #sexworkers enjoy what they do? Could #prostitution help the Kenyan tax base?,Sex work: for better or worse,link,https://lovematters.co.ke/making-love/sex-work-for-better-or-worse,https://www.facebook.com/LoveMattersAfrica/posts/1379052442174098,2017-06-02 05:00:52,67,14,0,67,0,0,0,0,0
387386548007364_1379022255510450,"Share with us your thoughts on this #teamLoveMatters, does this really happen?
Have a wonderful Friday morning.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1379022255510450/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1379022255510450:0,2017-06-02 02:00:00,818,36,265,809,8,1,0,0,0
387386548007364_1378154085597267,"Tell us, #teamLoveMatters, what do you think of this? Have a good night.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1378154085597267/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1378154085597267:0,2017-06-01 14:00:05,448,12,117,448,0,0,0,0,0
387386548007364_1378144448931564,"#TeamLoveMatters, I'm a young girl very new to the dating scene. I'm currently sort of dating this guy for a month. We've been chatting for a while but I don't know whether he has genuine feelings for me. How do I know if a guy is starting to have feelings for you? #HelpASister",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1378144448931564/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1378144448931564:0,2017-06-01 13:00:05,341,39,13,341,0,0,0,0,0
387386548007364_1378149552264387,What exactly is going on inside the #womb of a #pregnant woman as the #baby develops?,How the baby develops,link,https://lovematters.co.ke/pregnancy/being-pregnant/how-the-baby-develops,https://www.facebook.com/LoveMattersAfrica/posts/1378149552264387,2017-06-01 10:30:42,242,1,9,239,2,1,0,0,0
387386548007364_1378154605597215,Get more information on the realities of sex working at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1378154605597215/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1378154605597215:0,2017-06-01 08:00:52,79,1,1,78,1,0,0,0,0
387386548007364_1378143805598295,"Join the Famous5ve at August 7th Memorial Park this Sunday.
Via KenyaBuzz",Famous5ve at August 7th Memorial Park | What's On | KenyaBuzz,link,https://www.kenyabuzz.com/whats-on/famous5ve,https://www.facebook.com/LoveMattersAfrica/posts/1378143805598295,2017-06-01 06:30:19,30,0,0,30,0,0,0,0,0
387386548007364_1378096255603050,#Fertility- one's capability of making a child. We provide some basic information you should know about #men's and #women's fertility,Fertility and infertility,link,https://lovematters.co.ke/pregnancy/before-pregnancy/fertility-and-infertility,https://www.facebook.com/LoveMattersAfrica/posts/1378096255603050,2017-06-01 05:00:32,134,0,4,133,1,0,0,0,0
387386548007364_1378083825604293,How do you know if your partner is being obsessively #jealous?,Jealousy and other problems,link,https://lovematters.co.ke/love-relationships/relationship-problems/jealousy-and-other-problems,https://www.facebook.com/LoveMattersAfrica/posts/1378083825604293,2017-06-01 02:00:20,172,2,7,169,2,0,0,0,1
387386548007364_1378031758942833,"As hard as it is #teamLoveMatters,  don't let your moods control your actions today. Have a good morning.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1378031758942833/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1378031758942833:0,2017-05-31 23:28:15,561,16,107,559,2,0,0,0,0
387386548007364_1377058402373502,#Dontworry #teamLoveMatters  and have a good night.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1377058402373502/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1377058402373502:0,2017-05-31 14:00:55,268,4,62,266,1,1,0,0,0
387386548007364_1377045032374839,"We all upset our partner without realizing sometimes. So it's good to let your partner know when you've felt upset. Your partner may not realize they've done or said something that you don't like. So don't start with accusing, yelling, or cursing. Especially if there are other people around! This will make your partner embarrassed and angry.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1377045032374839/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1377045032374839:0,2017-05-31 13:00:11,145,12,8,144,1,0,0,0,0
387386548007364_1377044569041552,"What do you know of #Chlamydia, and how does someone get infected by it?",Chlamydia,link,https://lovematters.co.ke/safe-sex/stds-stis/chlamydia,https://www.facebook.com/LoveMattersAfrica/posts/1377044569041552,2017-05-31 11:30:36,36,0,3,36,0,0,0,0,0
387386548007364_1377045489041460,Get more information on the realities of sex working at https://lovematters.co.ke/,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1377045489041460/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1377045489041460:0,2017-05-31 10:00:09,164,1,5,160,1,0,0,3,0
387386548007364_1377056769040332,"Did you know you can access affordable ultrasound services at  Marie Stopes Kenya Eastleigh, Kenyatta Market & Kencom clinics?Call 0800720005 for more info",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1377056769040332/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1377056769040332:0,2017-05-31 08:00:12,37,2,0,36,1,0,0,0,0
387386548007364_1377042772375065,Many #misconceptions float around when it comes to #lesbian #intimacy. Join us as we try and tackle some of these #myths!,Lesbian Sex: Top 5 Myths,link,https://lovematters.co.ke/sexual-diversity/sexual-orientation/lesbian-sex-top-5-myths,https://www.facebook.com/LoveMattersAfrica/posts/1377042772375065,2017-05-31 05:00:06,126,8,1,124,1,1,0,0,0
387386548007364_1377040935708582,"""Is your life important to you? Then using condoms is a no-brainer... Female condoms are lifesaving... No stress, no mess!""",Female condoms: embracing pleasure,link,https://lovematters.co.ke/safe-sex/female-condoms-embracing-pleasure,https://www.facebook.com/LoveMattersAfrica/posts/1377040935708582,2017-05-31 02:00:30,89,8,6,88,0,1,0,0,0
387386548007364_1376701785742497,Do you believe in right timing #teamLoveMatters? Have a good morning.,Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1376701785742497/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1376701785742497:0,2017-05-30 23:30:29,816,20,159,809,7,0,0,0,0
387386548007364_1376053629140646,"Do you agree, sometimes being unlucky is good luck? Have a good night #TeamLoveMatters.",Timeline Photos,photo,https://www.facebook.com/LoveMattersAfrica/photos/a.390673737678645.94223.387386548007364/1376053629140646/?type=3,https://www.facebook.com/LoveMattersAfrica/posts/1376053629140646:0,2017-05-30 14:00:45,270,3,49,270,0,0,0,0,0
